drug,cor,p,n,fda_status
RTX-012089,0.0374992537517992,0.77988626781147,58,-
2-(2-Chlorophenoxy)-1-[5-hydroxy-3-(5-nitro-2-furyl)-5-(p-tolyl)-4H-pyrazol-1-yl]ethanone,0.0409503678181976,0.779961093910618,49,-
"2,4,6,6-Tetrakis(4-fluorophenoxy)-1,3,5-triaza-2lambda5,4lambda5,6lambda5-triphosphacyclohexa-1,3,5-triene-2,4-diamine",-0.0392756876905639,0.78007526934182,53,-
-,0.0378066677905415,0.780083502492093,57,-
"Dimethyl 4-methyl-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate",-0.0396680408046587,0.780086282879187,52,-
-,0.0371270246668341,0.780112346888732,59,-
-,0.0381474555528696,0.780143199716355,56,-
-,0.0374521008233521,0.780156118929128,58,-
"2-[(1,3-Dioxoinden-2-ylidene)amino]guanidine;sulfuric acid",-0.0377901574615545,0.780177139722702,57,-
"2,4,6-Tris[(1-oxidopyridin-1-ium-2-yl)sulfanyl]-1,3,5-triazine",0.0367855374589052,0.780214133708648,60,-
artemether,0.0381260832154941,0.780263299926153,56,FDA approved
"Tert-butyl N-[1-[2-[[4-[2-[[2-[(2-methylpropan-2-yl)oxycarbonylamino]-4-methylsulfanylbutanoyl]amino]ethylamino]-9,10-dioxoanthracen-1-yl]amino]ethylamino]-4-methylsulfanyl-1-oxobutan-2-yl]carbamate",-0.0367760067301252,0.780269653327854,60,-
Narceine imide,-0.0392235045106731,0.780360189195027,53,-
1-(2-naphthyl)-3-(4-carbethoxyphenyl)imino-1-propenyl-1-...,0.0377570736179489,0.780364781868123,57,-
-,0.0388212309359944,0.780470050027861,54,-
"2,14-Diaza-12-azoniapentacyclo[12.8.0.03,12.04,9.017,22]docosa-1,3(12),4,6,8,10,15,17,19,21-decaene;iodide",0.0395864303362738,0.78052746632448,52,-
"11,16-Diphenyl-11,16-diazapentacyclo[6.5.5.02,7.09,13.014,18]octadeca-2,4,6-triene-10,12,15,17-tetrone",0.0412745970072374,0.780598104318054,48,-
-,-0.0387958371596109,0.780610078571973,54,-
agrosol,-0.0417278520549142,0.780636400645998,47,-
5-Amino-1-[1-(4-chlorophenyl)-4-hydroxypyrazole-3-carbonyl]pyrazole-4-carbonitrile,0.0380591225538527,0.780639613210318,56,-
"1-[6-[(3-Chlorofuro[2,3-b]quinolin-4-yl)amino]-1,3-benzodioxol-5-yl]ethanone",-0.0373652206078748,0.780653392485169,58,-
"tetramethyl (1R,5R,6S,9S)-7-[4-[(E)-2,3-diphenylprop-2-enoyl]oxyphenyl]-3,5-dihydroxybicyclo[3.3.1]non-2-ene-2,4,6,9-tetracarboxylate",0.0373625397011777,0.780668738495975,58,-
echinosporin,0.036687626944747,0.780784546490844,60,-
aplysinamisine iii,-0.0373301568309064,0.780854110659788,58,-
-,0.038371618363752,0.780906672074556,55,-
-,0.037318985838344,0.780918060584438,58,-
"2,7-naphthalenedisulfonic acid, 3-hydroxy-4-[[4-[[4-[4- ...",-0.0403292070529865,0.780957937915585,50,-
STK762189,0.037299049902571,0.781032190246313,58,-
-,-0.0369659187767909,0.781042772645608,59,-
"5-Isopropyl-2-phenyl-4,5,10,10b-tetrahydropyrrolo[3,4-a]carbazole-1,3(2H,3aH)-dione",0.0441991969445567,0.781062352782189,42,-
"3-Chloro-5-hydroxy-2-(4-nitrophenyl)naphthalene-1,4-dione",-0.0366336035966757,0.781099328073024,60,-
"(8E)-4-(4-Methoxyphenyl)-8-[(4-methoxyphenyl)methylidene]-6-methyl-4,4a,5,7-tetrahydro-3H-pyrido[4,3-d]pyrimidine-2-thione",0.0369516596953462,0.781125137035142,59,-
"3-[2-(4-Oxo-2-phenyl-1,3-thiazolidin-3-yl)-[1,3]thiazolo[5,4-f][1,3]benzothiazol-6-yl]-2-phenyl-1,3-thiazolidin-4-one",0.0366287253918795,0.781127753967063,60,-
"carbamothioic acid, 4-chloro-3-[(1-methylethoxy) iminome...",0.0372698819190631,0.781199179996546,58,-
-,-0.0369360986236194,0.781215024807321,59,-
"4-Oxo-5-hydroxy-10-(benzyloxy)-1,4-dihydrobenzo[g]quinoline-3-carboxylic acid ethyl ester",0.0369275490692227,0.781264412102693,59,-
2-Benzyl-6-[[2-[(3-benzyl-5-chloro-2-hydroxyphenyl)methylamino]ethylamino]methyl]-4-chlorophenol;hydrochloride,0.0369225128034728,0.78129350496169,59,-
"(1-Methyl-1,2,5,6-tetrahydropyridin-3-yl)methyl 2-hydroxy-2-phenylpent-3-ynoate",0.0390439984736169,0.781340509439701,53,-
"2-acetylimidazo[4,5-b]pyridin 4 p-chlorophenyl 3 thiosem...",-0.0369093694219282,0.781369431378712,59,-
"4,11-dihydroxy-1-[4-(1-piperidinyl)-butyl]-1h-naphtho[2,...",0.037239303571886,0.781374254766031,58,-
"6-[(3,4-Dimethoxyphenyl)-[2-[[(3,4-dimethoxyphenyl)-(6-hydroxy-1,3-benzodioxol-5-yl)methyl]amino]ethylamino]methyl]-1,3-benzodioxol-5-ol",-0.0368935871521389,0.781460604751617,59,-
-,0.0379100082795329,0.781477802215492,56,-
"1h-1,2,4-triazole, 3-(4-diazo-4h-imidazol-5-yl)-",0.0386261226069282,0.781546110307375,54,-
-,0.0375480438968872,0.781550626163168,57,-
"11H-Benzo[a]carbazole-1,4-dione, 7,11-dimethyl-",-0.040213363494125,0.781571640662471,50,-
IACS-8968,-0.0371975587264587,0.781613280155847,58,Clinical trial
"Stannane, dibutyldithiocyanato-",-0.0406337355234323,0.781620530932066,49,-
-,-0.0368612588829332,0.781647372652101,59,-
Benzyl 2-[[3-(1H-imidazol-5-yl)-1-[[3-(1H-indol-3-yl)-1-methoxy-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]carbamoyl]-5-oxopyrrolidine-1-carboxylate,0.0430030151675265,0.781652598668743,44,-
"4,4-Diethyl-2,6,9-trioxo-1,7-diphenyl-3,5,8-trioxa-4-stannadec-1-yl acetate",-0.037185622997136,0.781681626232926,58,-
"4,5,6,7-Tetrachloro-1,3-dihydrobenzimidazole-2-thione",0.0382320405472969,0.781683969759867,55,-
-,-0.0371837644970659,0.781692268477517,58,-
"1'-Acetyl-2-methylspiro[3H-pyrrole-5,4'-3H-quinoline]-2',4-dione",-0.0464774811530279,0.781714560205364,38,-
"N-(1-Amino-3-methyl-1-oxopentan-2-yl)-1-[2-(2-aminopropanoylamino)-3-methylbutanoyl]pyrrolidine-2-carboxamide;2,2,2-trifluoroacetic acid",-0.0389619905190397,0.781788484451616,53,-
-,0.0419268270887331,0.782043167078991,46,-
"2-Amino-4-(3,4-dimethoxyphenyl)-1-(2-ethylphenyl)-6-oxopyridine-3,5-dicarbonitrile",0.0371130508242501,0.782097222499031,58,-
-,0.0371123070625401,0.782101482084112,58,-
"ethyl 4-[3-(1-benzyl-4-chloro-2,5-dioxo-2,5-dihydro-1h-3...",0.0389044414363955,0.782102892873066,53,-
-,0.0381566765900373,0.7821037537382,55,-
3-Chloro-4-methyl-7-((2-methyl-4-methylene-5-oxotetrahydro-2-furanyl)methoxy)-2H-chromen-2-one,0.0370930159690625,0.782211965999253,58,-
"6-(Bromomethyl)-2,3-dimethyl-7H-imidazo[4,5-g]quinazoline-4,8,9-trione",-0.0484572294400287,0.782219472033795,35,-
silver bis(nhc) bromide,-0.037763025354098,0.782304252172749,56,-
-,0.037409598009085,0.782336314214681,57,-
"benzenebutanamide, n-(3-chloro-1,4-dihydro-1,4-dioxo- 2-...",0.0377547503074699,0.782350787899607,56,-
"bis-{(5,6-dihydro-5,11-diketo-11h-indeno[1,2-c]isoquinol...",-0.0396510237152357,0.782353306590403,51,-
Tricyanoethoxymethyl trimethylol melamine,-0.0428605167215815,0.78235853563894,44,-
"1-(7-fluoro-3-methyl-quinoxalin-2-yl)-3-(3,4,5-trimethox...",0.0370647940070248,0.782373606469858,58,-
Bet-BAY-002,0.0367287342300982,0.782413126286045,59,Clinical trial
pleurotine,0.0413767327472063,0.782437147592707,47,-
4-(n-acetyl-n-ethylamino)isoquinoline-1-carboxaldehyde t...,0.0363978430801842,0.782473458469461,60,-
"[(1R,2R,3R,4R,6R,8S,9E,12S,13S,14R,15S)-3,4,6,12,13-pentaacetyloxy-4,8,11,11-tetramethyl-14-(2-methylpropoxy)-7,18-dioxo-19-oxatricyclo[13.4.0.02,6]nonadec-9-en-15-yl] benzoate",0.0384521748720601,0.782505808334139,54,-
"N,N-bis(2-chloroethyl)-4-[(E)-2-(1-ethyl-6-iodoquinolin-1-ium-2-yl)ethenyl]aniline;iodide",0.0400358144358949,0.78251249530247,50,-
STK095497,0.038450756517838,0.782513634948937,54,-
-,-0.0377196561012431,0.782548152830516,56,-
"4-N-[3-[2-chloroethyl(ethyl)amino]-5-[(dimethylamino)methyl]phenyl]-1-N-[3-[2-chloroethyl(hydrazinyl)amino]phenyl]benzene-1,4-dicarboxamide;hydrochloride",0.0373644100937882,0.782592804919625,57,-
4-demethylcalycopterone,0.0384329920543172,0.782611662774536,54,-
-,0.0366933489153907,0.782617624383407,59,-
"(1,2-Dimethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-7-yl)(phenyl)methyl acetate",-0.041339160020394,0.782629909623289,47,-
3-(3-Chloro-2-(2-hydroxyphenyl)-4-oxo-1-azetidinyl)-4(3H)-quinazolinone,0.0413370745424897,0.782640609276678,47,-
"(11as)-8-(3-[(11as)-2,2-difluoro-7-methoxy-5-oxo-2,3,5,1...",0.0366800204375711,0.782694655845988,59,-
"Psoralin, B-diethylamino-5-ethoxy-",0.0433163201952022,0.782698931044746,43,-
-,0.0366775858375339,0.782708726754195,59,-
-,0.0370023210001715,0.782731451320544,58,-
-,0.036648571888163,0.782876419835789,59,-
"4-[2-(1H-indazol-4-yl)-6-[(4-methylsulfonylpiperazin-1-yl)methyl]thieno[3,2-d]pyrimidin-4-yl]morpholine;methyl sulfite",-0.0369756353349833,0.782884320222451,58,-
AQ-358/41842922,-0.041758159022095,0.782898726772974,46,-
"1,4-Bis(diethoxyphosphorylmethyl)-1,4,7-triazonane",-0.0376569561500469,0.782900802488859,56,-
niveusin a,0.0366437423423422,0.782904334308191,59,-
2-((2-(Diphenylphosphino)ethyl)(phenyl)phosphino)ethyl phenyl sulfide,0.0383661857282634,0.782980343292487,54,-
-,0.0422249353338574,0.783004730758195,45,-
-,-0.0376149528091442,0.783137070372877,56,-
-,0.0376143837375124,0.783140271522012,56,-
"Dimethyl 4-(4-methyl-3,6-dioxocyclohexa-1,4-dien-1-yl)-1,4-dihydropyridine-3,5-dicarboxylate",0.0365979807041716,0.783168847209012,59,-
"ethyl 2-(5-bromothien-2-ylsulfonyl)-6-chloro-1,1-dioxo-3...",0.0376026731339577,0.783206146953384,56,-
-,0.0398898480406942,0.783286220354177,50,-
2-(4-Chlorophenyl)-2-[6-[(4-chlorophenyl)-cyano-methyl]-2-pyridyl]acetonitrile,-0.0431948768057957,0.783293493839476,43,-
"3-amino-1-hydroxy-propane-1,1-bisphosphonate (sodium salt)",0.0379407763630333,0.783306678244139,55,-
JBTRUPZYRYLZFH-UHFFFAOYSA-N,0.0372310509469732,0.78334989744777,57,-
-,-0.0372302654076674,0.783354357620708,57,-
-,-0.0372244640483841,0.783387297072455,57,-
"2-Amino-5,8-dihydroxy-1,4-naphthoquinone",0.0365500353342091,0.783446008759621,59,-
dl-thiorphan,0.038652703601689,0.783478619905713,53,-
-,-0.0365374295960968,0.783518884178508,59,-
-,-0.0365005520670217,0.783732088603973,59,-
"[3,4,5-triacetyloxy-6-[(3Z)-4-amino-3-[(4-chlorophenyl)methylidene]-2-oxo-1,5-benzodiazepin-1-yl]oxan-2-yl]methyl acetate",-0.0371328622227866,0.783907451725307,57,-
"3-(3-chloro-4-methoxyphenyl)-5-(3,4-dimethoxyphenyl)-1H-imidazole-2-thione",0.0378250975541964,0.783951409499598,55,-
"alanine, n-(n-acetyl-l-leucyl)-3-[p-[bis(2-chloroethyl)a...",-0.0364594586901961,0.78396968522798,59,-
"3-(3-Methoxyphenyl)-2-(3,4,5-trimethoxyphenyl)thiazolidin-4-one",-0.0378168901873109,0.78399715841288,55,-
ChemDiv3_000482,0.0364459533172004,0.784047775840623,59,-
-,-0.0367705628658117,0.784059350172504,58,-
"9-aza-3,5-dioxa-4-phosphaheptacosan-1-aminium, 4-hydroxy...",-0.0370966596256786,0.784113051581102,57,-
-,0.0370958339239776,0.784117741033086,57,-
"quinolinium, 1,1'-(1,10-decanediyl)bis[(2-methyl- 4-(phe...",-0.037084614368198,0.784181461613827,57,-
-,0.0367438050244551,0.784212703393832,58,-
"(3Z)-3-ethylidene-2,4,6,7,12,12b-hexahydro-1H-indolo[2,3-a]quinolizine",-0.0419639244762938,0.784313968226402,45,-
"1-[4-[5,6-Bis(4-methoxyphenyl)-1,2,4-triazin-3-yl]piperazin-1-yl]-2-(4-phenylpiperazin-1-yl)ethanone",0.0367238107842528,0.78432729872018,58,-
-,0.0363956312138284,0.784338766362071,59,-
4-[bis(2-cyanoethyl)amino]-N'-(4-chlorophenyl)-N-(4-methylphenyl)iminobenzenecarboximidamide,-0.0373881057613797,0.784413415591982,56,-
"acetic acid, 2,2',2''-[25,26,27-trihydroxy-7,15,23- trim...",0.0360637038959039,0.784422120990244,60,-
N-(1-adamantyl)-6-chloropurine-9-carboxamide,0.0367036556773985,0.784442820645394,58,-
"13-Methyl-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-3,13,23-triazahexacyclo[14.7.0.02,10.04,9.011,15.017,22]tricosa-1,4,6,8,10,15,17,19,21-nonaene-12,14-dione",0.0367022012509763,0.784451157080681,58,-
"Ethyl 2-[5-[(7-ethoxy-6-fluoro-3-methyl-1,4-dioxidoquinoxaline-1,4-diium-2-yl)amino]benzotriazol-1-yl]acetate",0.0396696903532695,0.784453604138036,50,-
"4-Phenyltetrazolo[1,5-a]quinoxaline",0.038094881455484,0.784478061247912,54,-
-,0.036682563934571,0.784563715984052,58,-
"[2,6-bis[(Z)-2-(4-methoxyphenyl)-1-phenylethenyl]-3,5-dimethylphenyl]-(3,5-dimethylphenyl)diazene",0.0360297470842028,0.784620227254463,60,-
"2,6-Dichlorophenanthridine",-0.0370071260437409,0.784621588828846,57,-
"Ethyl 2-cyano-2-(7-methoxy-3,4-dioxonaphthalen-1-yl)acetate",0.0366638750957106,0.784670842392004,58,-
"1-phenazinecarboxamide, n-[2-(dimethylamino)ethyl]- 6,9-...",-0.0384303055621758,0.784694554103432,53,-
"2,4-Dichloro-6-[(5-chloro-2-hydroxyphenyl)methyl]phenol",0.0363307477781796,0.784714001960003,59,-
Mebendazole,0.0369837862653761,0.784754169955189,57,FDA approved
"5-((2-(Diethylamino)ethyl)amino)-7,10-dimethoxy-6H-imidazo[4,5,1-de]acridin-6-one",-0.0404691882533074,0.784776412967915,48,-
16-[4-(2-diethylaminoethoxy)3-methoxy benzylidene]-17-ox...,-0.0376765834530967,0.784779358151715,55,-
-,0.0396076559275564,0.784782625964962,50,-
"3-chloro-1-(4-chlorobenzyl)-4-(3-hydroxyanilino)-2,5-dih...",-0.0384125119986235,0.784791860319697,53,-
"sulfonium, tri-p-tolyl-, chloride",0.0376672378387936,0.784831466775884,55,-
"naphth[1',2':4,5]imidazo[1,2-a]pyridine-5,6-dione, 9-chl...",0.0363018154998249,0.784881339585772,59,-
"3,4-dihydroxy-n-(3'-methoxyestra-1',3',5'(10'),6'-tetrae...",-0.0387551483642861,0.785025229829104,52,-
"c4 ester, carbonyl adjacent to prodigiosine, hcl salt",0.0362747280921449,0.785038015678502,59,-
gsk614526a,-0.0362692167858478,0.785069894626442,59,-
J3.547.609A,-0.0365831819960236,0.785133429347367,58,-
"N-(3-aminopropyl)-N-[3-[3-aminopropyl-(2,4,6-trimethylphenyl)sulfonylamino]oxypropoxy]-2,4,6-trimethylbenzenesulfonamide;hydrochloride",-0.0365771479227191,0.78516802367097,58,-
-,-0.0368878106501648,0.785299421247181,57,-
"5-fluoro-2'-deoxyuridyl 5-nitrofurfuryl n-(2,3-dihydroxy...",-0.0362266490889518,0.785316129994243,59,-
-,0.0362191854904789,0.785359305777811,59,-
-,0.0386786334338075,0.785439576680964,52,-
"(10S,11R,15S)-17-methyl-14,16-dioxatetracyclo[8.7.0.03,8.011,15]heptadeca-1(17),3,5,7-tetraene-2,9-dione",0.0358869420724918,0.785453509674893,60,-
"4,4'-[Oxybis(4,1-phenylene)]dipyridine",0.0358797310815978,0.78549559293239,60,-
"benzenamine, n-[4-(2,4-dinitrophenoxy)phenyl]-2,4-dinitro-",0.0361932884867838,0.785509120994553,59,-
"8-quinolinecarboxaldehyde, 2-(2,4-dinitrophenyl)-2-methy...",0.0358745101141932,0.785526062817411,60,-
"{(1r,3s)-3-[(2-Amino-6-chloro-9h-purin-9-yl)methyl]-1,2,2-trimethylcyclopentyl}methanol",-0.0398865459818078,0.785540277386168,49,-
"4-Chloro-3-methyl-1-(propan-2-yloxy)-1,2-dihydrophosphinine 1-oxide",-0.0417126869593389,0.785574738835494,45,-
"N-(4-hydroxy-5-oxocyclohepta-1,3,6-trien-1-yl)-4-methoxybenzamide",0.0378954446822481,0.785579533975755,54,-
"2-[2-Hydroxyethyl-[3-[(6,7,8-triethoxyquinazolin-4-yl)amino]propyl]amino]ethanol",0.0371672716366976,0.785656470985262,56,-
-,0.036475800412349,0.78574912708202,58,-
"tetramethyl (1R,5R,6S,9S)-7-[4-[(E)-2,3-bis(4-chlorophenyl)prop-2-enoyl]oxyphenyl]-3,5-dihydroxybicyclo[3.3.1]non-2-ene-2,4,6,9-tetracarboxylate",-0.0364631255289296,0.785821810139241,58,-
N-[(E)-(2-hydroxyphenyl)methylideneamino]-2-[[2-(trifluoromethyl)pyridin-4-yl]amino]benzamide,-0.0361306163100717,0.785871714072746,59,-
"Cadmium;1,4,5,6,7,7-hexachlorobicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic acid",0.035812756315712,0.785886486026841,60,-
"5'-Allyl-2'-hydroxy-3,3',4-trimethoxy chalcone",-0.0432009047881269,0.785890048925056,42,-
"N-(4,5-dimethyl-1,3-thiazol-2-yl)-2-[3-[(E)-(4-oxochromen-3-ylidene)methyl]phenoxy]acetamide",0.0361255268748492,0.785901161246239,59,-
"4-Methylbenzenesulfonate;7-methyl-5-(2-pyridin-2-ylethylamino)benzimidazolo[1,2-a]quinolin-7-ium-6-carbonitrile",-0.0364487018583216,0.785904523679662,58,-
"1,3-dioxolo[4,5-g]quinolin-8(5h)-one, 6-(2-fluorophenyl)-",-0.0367767612132261,0.78593043693543,57,-
Pinnatin B,-0.0357936114834543,0.785998233041207,60,-
Bis(4-tert-butylphenyl)iodanium;hydrochloride,-0.0364188537480362,0.786075697206706,58,-
"N-[3-(ethylamino)-1,4-dioxonaphthalen-2-yl]benzamide",0.0393599809454729,0.786096629756015,50,-
"2-(2-Methoxyphenyl)-5-methyl-1,8-naphthyridin-4-ol",0.0357736693656289,0.786114638320075,60,-
-,0.0367326505207232,0.786181124893325,57,-
"2,4-Dichloro-1-(2-((2-(((2-(2,4-dichlorophenyl)vinyl)sulfonyl)methyl)benzyl)sulfonyl)vinyl)benzene",0.0406409859970649,0.786214136180493,47,-
"3-cyano-3,3-diphenylpropyl 4-(3-[(11as)-7-methoxy-5-oxo-...",0.0360649309135848,0.786251788819575,59,-
-,0.0381388179925602,0.786288998855645,53,-
"5-Amino-2-(1-naphthylamino)-1,3-thiazole-4-carbonitrile",-0.0415696762958663,0.786292643536174,45,-
"2-Chloro-5-hydroxy-3-(4-nitrophenyl)naphthalene-1,4-dione",-0.0360572305391243,0.786296348667624,59,-
"N,N'-(1,2-Phenylene)bis(triphenylphosphine imide)",0.0410879962295349,0.786300587421247,46,-
"p-nitroso-n,n-diethylaniline",0.0366980127777061,0.786377991711021,57,-
-,-0.0373808938904762,0.786428496446767,55,-
"3-phenyl-6,7-dihydro-5h-imidazo[2,1-c][1,2,4]oxadiazole",0.0381000249302817,0.786501263673217,53,-
"(E)-1-(4-aminophenyl)-3-(3-(3,4-dimethoxyphenyl)-1H-pyra...",-0.0366725513624114,0.786522712491205,57,-
-,0.0360143551337127,0.786544468738709,59,-
"(5E)-5-[(4-methoxyphenyl)methylidene]-2-[[4-[2-[[(5E)-5-[(4-methoxyphenyl)methylidene]-4-oxo-1,3-thiazol-2-yl]amino]-5-methyl-1,3-thiazol-4-yl]-5-methyl-1,3-thiazol-2-yl]amino]-1,3-thiazol-4-one",-0.0377178914544506,0.786560496563746,54,-
LS-56135,-0.0380864052937366,0.786575790178123,53,-
"Phenanthrene-9,10-diimine",-0.0373481623497525,0.786611106209955,55,-
(NE)-N-[1-[3-[[4-(triazol-1-yl)quinolin-2-yl]amino]phenyl]ethylidene]hydroxylamine,0.0376955519329731,0.786683943360615,54,-
-,0.0384401365514713,0.786731472742191,52,-
"1,2-Dimethyl-phenothiazone",0.0419718025582706,0.786765101934269,44,-
IFLab1_000623,0.040081228459043,0.786791225506672,48,-
"(5S,5aS,8aR,9R)-5-[4-chloro-2-(2-chlorobenzoyl)anilino]-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one",0.0359658874817353,0.786824976560553,59,-
2-methylellpticinium,0.0366101465100445,0.786877447324997,57,-
"(E)-1,1,1-trifluoro-4-(N-[2-(4-fluorophenyl)-2-oxoethyl]anilino)but-3-en-2-one",0.0376586785847062,0.786887714559438,54,-
8-(4-Nitro-benzyloxy)-quinoline,0.0396254026537123,0.786911479049021,49,-
-,-0.0362719141570768,0.786918515788815,58,-
KUC110490N,-0.0380070990059216,0.787009790997556,53,-
-,-0.0362538363600388,0.787022223522051,58,-
solanocapsin,-0.0365709796670249,0.787100109735619,57,-
-,-0.0362388160449735,0.787108394052714,58,-
-,0.0359109066302376,0.787143212296923,59,-
-,0.0391302408618963,0.787316010328773,50,-
4-Chloro-5-ethoxy-3-(trichloromethyl)isothiazole,0.0372190041546399,0.787331792911539,55,-
"pyrido[2,3-b]acridine-5,12-dione, 11-(8-oxo-8h-benzo[mn]...",-0.0355529839915801,0.787403123913095,60,-
"ellipticine, 6-(3-aminopropyl)-9-methoxy-, dihydrochloride",0.0355302495500805,0.787535892664057,60,-
[(4Z)-2-(Hydroxymethyl)-4-(4-methyl-3-propan-2-ylpentylidene)-5-oxooxolan-2-yl]methyl 4-methyl-3-propan-2-ylpentanoate,-0.0358354519096448,0.787580009556429,59,-
"Ethyl 5-hydroxy-1,2-dimethyl-1,6,7,8,9,10-hexahydropyrrolo[3,2-c]carbazole-3-carboxylate",0.0375299249414787,0.787599349911227,54,-
ww-h1,-0.0371620167198841,0.787649832022048,55,-
"N-(4,5-Bis(hydroxy(oxido)amino)-2-methoxyphenyl)butanamide",-0.0371501758866861,0.78771591841711,55,-
-,-0.0399009202370022,0.787728100825152,48,-
"11-[(3-Nitrophenyl)methyl]benzo[a]carbazole-1,4-dione",-0.0386434965929033,0.787753704455081,51,-
-,0.0374628271967974,0.787970274710825,54,-
"3-pyridinecarbonitrile, 4-(4-chlorophenyl)- 6-[4-[[7-(tr...",-0.035450545629299,0.788001409676871,60,-
"5-[(5S,8aR)-5-(4-fluoroanilino)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-9-yl]-3-methoxycyclohexa-3,5-diene-1,2-dione",-0.0394102591376624,0.788041627357824,49,-
"hexanedioic acid, bis[[1-[4-[(3-amino-2,3,6-trideoxy-.al...",-0.0357540977392622,0.788051030811197,59,-
"4,5-Dimethyl-3-(phenylsulfonyl)-2-thienylamine",-0.0363983178915756,0.788081888671775,57,-
"1,3-dithiolo[3,4-d]pyrimidine-2-thione, 5,7-dichloro-",-0.0354357628632691,0.788087757696737,60,-
-,-0.035744232770989,0.788108151758942,59,-
[3-Bromo-2-phenyl-3-(trifluoromethyl)cyclopropen-1-yl]benzene,0.039825501472932,0.788120062323507,48,-
"ethyl (E)-3-(2,4-dimethylphenyl)but-2-enoate",-0.0416969865229099,0.788129079560423,44,-
-,-0.0363832059452206,0.788167832913844,57,-
Ternatin,0.0450550282903202,0.788240336642508,38,-
"4-quinolinamine, 7-chloro-n-[4-(3-phenyloxaziridinyl) bu...",0.0357159466807597,0.788271942345725,59,-
"d-glucopyranose, pentakis[3,4-dihydroxy-5-[(3,4,5-trihyd...",-0.0374045733682174,0.788292347091553,54,-
"4-(Benzyloxy)-n,n-bis(2-chloroethyl)aniline",-0.0377686928351449,0.788314846292427,53,-
Vorinostat,0.0360239416704428,0.788341390973553,58,FDA approved
-,-0.0381226913612385,0.788451900909395,52,-
wln: l7vj bovr dnw& ci,0.0377291913390874,0.788531136570915,53,-
-,-0.03630988647166,0.78858484897218,57,-
Protoleucomelone,-0.0369936418249261,0.788589710153732,55,-
"N-(5-aminopentyl)-N-(3-aminopropoxy)-2,2,5,7,8-pentamethyl-3,4-dihydrochromene-6-sulfonamide;hydrochloride",0.0377141303015736,0.788613607385791,53,-
-,0.0366384357525679,0.788635394920951,56,-
carzinostatin,0.0356329891696852,0.788752360288059,59,-
-,-0.035624954044994,0.788798896917537,59,-
"4-aza-5.alpha.-androstano[3,2-c]pyrazol-17. beta.-yl ace...",-0.0401371529758867,0.788803398208822,47,-
"1,4-naphthalenedione, 2-chloro-8-hydroxy-6-methoxy-7-met...",-0.0353108868626234,0.788817275432908,60,-
STL321802,0.0369498911949849,0.788833977625859,55,-
"diethyl (Z)-2-[3-[[3-(2-acetyloxyethoxymethyl)triazol-4-yl]methyl]-5-methyl-2,4-dioxopyrimidin-1-yl]but-2-enedioate",0.0353049986913574,0.788851678216877,60,-
10-(4-Chlorobutyl)-3-nitrophenothiazine,0.0372990038656101,0.788876106753936,54,-
"2-[5-(4-Methoxyanilino)-1,3,4-thiadiazol-2-yl]benzene-1,4-diol",0.0380382679144041,0.788909611657402,52,-
-,-0.0356024825634658,0.788929047766471,59,-
"1,1'-{[(bispropane-1,n-diyl)piperzine]dioxy}bis[(11as)-7...",-0.0355913611095449,0.788993463383234,59,-
"1,3,7-Trimethyl-8-(2-methylpropoxy)purine-2,6-dione",0.0372768539061098,0.788998602321896,54,-
-,-0.0359082984383956,0.789005191375357,58,-
(R)-2-chloro-N-(2-(5-(dimethylamino)naphthalene-1-sulfon...,-0.0358885781501565,0.789118402125499,58,-
"7-(2,4-Dinitrophenyl)-3,8-dioxido-triazolo[4,5-g][2,1,3]benzoxadiazole-3,8-diium",-0.0355676573116338,0.789130760797673,59,-
-,0.0365439334348254,0.789168042784806,56,-
Triethyl 2-phosphono-3-(5-hydroxymethyl-2-furyl)acrylate,0.0368885476597465,0.78917650334362,55,-
Methyl 2-[[1-methoxy-3-[4-methoxy-3-[4-[3-methoxy-2-[(4-methoxycarbonylbenzoyl)amino]-3-oxopropyl]phenoxy]phenyl]-1-oxopropan-2-yl]carbamoyl]benzoate,0.0372429601636655,0.789186054148126,54,-
STK093861,0.0358749453792054,0.789196668028877,58,-
"[16-(Aziridin-1-ylmethyl)-10,13-dimethyl-17-oxo-1,2,3,4,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-yl] acetate",-0.0358742367159692,0.789200736529708,58,-
Veprisine,-0.0358728960508233,0.789208433426939,58,-
Geodiamolide A,-0.0352420710859452,0.789219370000684,60,-
"[(4E,6Z,8R,9R,10E,12R,13R,14R,16R)-9-carbamoyloxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-19-(prop-2-enylamino)-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-13-yl] 3-aminopropanoate;hydrochloride",-0.0365258503926723,0.789269976012378,56,-
